id,region_id,area_id,city_id,street_id,shortname_region,formalname_region,shortname_area,formalname_area,shortname_city,formalname_city,shortname_street,formalname_street,house_number,building,block,letter,address,houseguid,management_organization_id,built_year,exploitation_start_year,project_type,house_type,is_alarm,method_of_forming_overhaul_fund,floor_count_max,floor_count_min,entrance_count,elevators_count,energy_efficiency,quarters_count,living_quarters_count,unliving_quarters_count,area_total,area_residential,area_non_residential,area_common_property,area_land,parking_square,playground,sportsground,other_beautification,foundation_type,floor_type,wall_material,basement_area,chute_type,chute_count,electrical_type,electrical_entries_count,heating_type,hot_water_type,cold_water_type,sewerage_type,sewerage_cesspools_volume,gas_type,ventilation_type,firefighting_type,drainage_type,lon,lat
9350500,d028ec4f-f6da-4843-ada6-b68b3e0efa3d,,b2601b18-6da2-4789-9fbe-800dde06a2bb,abe0c66f-a00a-47ca-8290-5e37f1308618,обл,Тульская,,,г,Тула,ул,Мезенцева,40,,А,,"обл. Тульская, г. Тула, ул. Мезенцева, д. 40, к. А",1fbccec8-0f69-49a9-b56f-ede6220e9d2b,,,,,Не заполнено,Нет,Не заполнено,,,,,Не заполнено,0,,,,,,,,,498,498,,Не заполнено,Не заполнено,Не заполнено,,Не заполнено,,Не заполнено,,Не заполнено,Не заполнено,Не заполнено,Не заполнено,,Не заполнено,Не заполнено,Не заполнено,Не заполнено,37.59188,54.16016
8228578,d028ec4f-f6da-4843-ada6-b68b3e0efa3d,,b2601b18-6da2-4789-9fbe-800dde06a2bb,abe0c66f-a00a-47ca-8290-5e37f1308618,обл,Тульская,,,г,Тула,ул,Мезенцева,44,,1,,"обл. Тульская, г. Тула, ул. Мезенцева, д. 44, к. 1",034ff341-7263-4282-a632-2078ae1d461c,8800901.0,1976.0,1976.0,типовой,Многоквартирный дом,Нет,На счете регионального оператора,9.0,9.0,3.0,3.0,C,108,108.0,0.0,"6566,80","5639,10","0,00","927,70","1000,00","0,00",500,500,"Песочница,качели,карусель,лавочки,горка,турник,сушка для белья,столик,лесенка",Ленточный,Железобетонные,Панельные,"909,00",На лестничной клетке,3.0,Центральное,1.0,Центральное,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,Центральное,Центральное,"0,00",Центральное,Приточно-вытяжная вентиляция,Отсутствует,Внутренние водостоки,37.59054,54.1588
7979037,d028ec4f-f6da-4843-ada6-b68b3e0efa3d,,b2601b18-6da2-4789-9fbe-800dde06a2bb,abe0c66f-a00a-47ca-8290-5e37f1308618,обл,Тульская,,,г,Тула,ул,Мезенцева,44,,2,,"обл. Тульская, г. Тула, ул. Мезенцева, д. 44, к. 2",57eb8669-6766-4e6f-801b-0dfaaa352482,8924825.0,1975.0,1975.0,II-49,Многоквартирный дом,Нет,На счете регионального оператора,9.0,9.0,3.0,3.0,E,107,107.0,0.0,"6857,80","5596,60","0,00","832,80","5750,00","0,00",499,499,Отсутствует,Свайный,Железобетонные,Панельные,"621,04",На лестничной клетке,3.0,Центральное,1.0,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Центральное,"0,00",Центральное,Приточно-вытяжная вентиляция,Отсутствует,Внутренние водостоки,37.59149,54.15845
7979030,d028ec4f-f6da-4843-ada6-b68b3e0efa3d,,b2601b18-6da2-4789-9fbe-800dde06a2bb,abe0c66f-a00a-47ca-8290-5e37f1308618,обл,Тульская,,,г,Тула,ул,Мезенцева,44,,3,,"обл. Тульская, г. Тула, ул. Мезенцева, д. 44, к. 3",1d808e79-2ee8-4e31-9a28-fae364bd91dd,8919845.0,1975.0,1975.0,II-49,Многоквартирный дом,Нет,На счете регионального оператора,9.0,9.0,3.0,3.0,E,107,107.0,0.0,"6890,10","5614,10","0,00","847,60","5750,00","0,00",499,500,Отсутствует,Бетонные столбы,Железобетонные,Панельные,"622,30",На лестничной клетке,3.0,Центральное,1.0,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Центральное,"0,00",Центральное,Вытяжная вентиляция,Отсутствует,Внутренние водостоки,37.59242,54.15809
8957729,d028ec4f-f6da-4843-ada6-b68b3e0efa3d,,b2601b18-6da2-4789-9fbe-800dde06a2bb,abe0c66f-a00a-47ca-8290-5e37f1308618,обл,Тульская,,,г,Тула,ул,Мезенцева,44,,4,,"обл. Тульская, г. Тула, ул. Мезенцева, д. 44, к. 4",09f34936-ae14-4794-b158-4d54fd40bc5b,8927933.0,2014.0,2014.0,индивидуальный проект,Многоквартирный дом,Нет,На счете регионального оператора,16.0,16.0,2.0,4.0,Не присвоен,159,159.0,0.0,"12339,00","9269,30","0,00","3069,70","7550,00","0,00",500,500,нет,Свайный,Железобетонные,Кирпич,"663,40",На лестничной клетке,2.0,Центральное,2.0,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Центральное,"0,00",Отсутствует,Приточно-вытяжная вентиляция,Отсутствует,Внутренние водостоки,37.59242,54.15809
8413929,d028ec4f-f6da-4843-ada6-b68b3e0efa3d,,b2601b18-6da2-4789-9fbe-800dde06a2bb,def8a97e-427e-4388-9b2f-e3fad44bb489,обл,Тульская,,,г,Тула,ул,Менделеевская,2,,,,"обл. Тульская, г. Тула, ул. Менделеевская, д. 2",036eefb5-d3f3-4e06-ab08-3c152d42ab57,,1930.0,1930.0,11-05,Многоквартирный дом,Нет,На счете регионального оператора,4.0,4.0,5.0,0.0,Не присвоен,38,38.0,0.0,"2591,90","1567,40","285,60","334,50","1913,00","0,00",500,500,,Ленточный,Железобетонные,Кирпич,"0,00",Отсутствует,0.0,Центральное,1.0,Центральное,Отсутствует,Центральное,Центральное,"0,00",Центральное,Приточно-вытяжная вентиляция,Отсутствует,Отсутствует,37.62333,54.19215
9221269,d028ec4f-f6da-4843-ada6-b68b3e0efa3d,,b2601b18-6da2-4789-9fbe-800dde06a2bb,def8a97e-427e-4388-9b2f-e3fad44bb489,обл,Тульская,,,г,Тула,ул,Менделеевская,2/8,,,,"обл. Тульская, г. Тула, ул. Менделеевская, д. 2/8",29a30f28-98d3-ee94-f68d-a4f273dafdc5,8922682.0,1930.0,1930.0,индивидуальный проект,Многоквартирный дом,Нет,На специальном счете у регионального оператора,4.0,1.0,5.0,0.0,Не присвоен,40,35.0,5.0,"2621,00","1989,80","551,60","79,60","0,00","0,00",500,500,,Не заполнено,Не заполнено,Не заполнено,,Не заполнено,,Не заполнено,,Не заполнено,Не заполнено,Не заполнено,Не заполнено,,Не заполнено,Не заполнено,Не заполнено,Не заполнено,37.62377,54.19189
8919942,d028ec4f-f6da-4843-ada6-b68b3e0efa3d,,b2601b18-6da2-4789-9fbe-800dde06a2bb,def8a97e-427e-4388-9b2f-e3fad44bb489,обл,Тульская,,,г,Тула,ул,Менделеевская,2,ГГ1В,,,"обл. Тульская, г. Тула, ул. Менделеевская, д. 2, стр. ГГ1В",32b3104b-b802-5362-8613-0dbf5ff51bec,,1917.0,1917.0,Индивидуальный,Многоквартирный дом,Нет,На счете регионального оператора,1.0,1.0,1.0,0.0,Не присвоен,5,5.0,0.0,"323,80","153,40","0,00","118,90","4386,00","0,00",500,500,,Ленточный,Железобетонные,Кирпич,"0,00",Отсутствует,0.0,Центральное,1.0,Квартирное отопление (квартирный котел),Отсутствует,Центральное,Центральное,"0,00",Центральное,Приточно-вытяжная вентиляция,Отсутствует,Отсутствует,37.62333,54.19215
8413937,d028ec4f-f6da-4843-ada6-b68b3e0efa3d,,b2601b18-6da2-4789-9fbe-800dde06a2bb,def8a97e-427e-4388-9b2f-e3fad44bb489,обл,Тульская,,,г,Тула,ул,Менделеевская,9,,,,"обл. Тульская, г. Тула, ул. Менделеевская, д. 9",b21da947-7ac4-4c73-b160-d7606b5ae20f,,1917.0,1917.0,ЭС-24,Многоквартирный дом,Нет,На счете регионального оператора,2.0,2.0,2.0,0.0,Не присвоен,16,16.0,0.0,"409,50","286,00","0,00","0,00","2218,00","0,00",500,500,,Ленточный,Железобетонные,Кирпич,"0,00",Отсутствует,0.0,Центральное,1.0,Квартирное отопление (квартирный котел),Отсутствует,Центральное,Центральное,"0,00",Центральное,Приточно-вытяжная вентиляция,Отсутствует,Отсутствует,37.62174,54.19253
8901430,d028ec4f-f6da-4843-ada6-b68b3e0efa3d,,b2601b18-6da2-4789-9fbe-800dde06a2bb,36d2e22b-bbcf-404a-910a-d2357052af41,обл,Тульская,,,г,Тула,ул,Металлистов,2,,,,"обл. Тульская, г. Тула, ул. Металлистов, д. 2",8bd64fc7-0e79-4d39-bfe4-b514017de368,,1917.0,1917.0,в тех.паспорте не указан,Многоквартирный дом,Нет,На счете регионального оператора,2.0,2.0,3.0,0.0,Не присвоен,12,12.0,0.0,"816,90","462,60","142,80","94,60","1351,00","0,00",500,500,,Ленточный,Железобетонные,Кирпич,"634,30",Отсутствует,0.0,Центральное,1.0,Центральное,Отсутствует,Центральное,Автономное,"10,00",Центральное,Приточно-вытяжная вентиляция,Отсутствует,Наружные водостоки,37.61788,54.19693
8791627,d028ec4f-f6da-4843-ada6-b68b3e0efa3d,,b2601b18-6da2-4789-9fbe-800dde06a2bb,36d2e22b-bbcf-404a-910a-d2357052af41,обл,Тульская,,,г,Тула,ул,Металлистов,2а,,,,"обл. Тульская, г. Тула, ул. Металлистов, д. 2а",2961ea66-c40b-8b18-f2b3-706dd8556144,,,1917.0,,Многоквартирный дом,Нет,Не заполнено,2.0,,2.0,,Не заполнено,12,,,"816,90","674,10","142,80",,,,498,498,,Не заполнено,Не заполнено,Кирпич,"574,30",Не заполнено,,Не заполнено,,Не заполнено,Не заполнено,Не заполнено,Не заполнено,,Не заполнено,Не заполнено,Не заполнено,Не заполнено,37.61851,54.19656
8580284,d028ec4f-f6da-4843-ada6-b68b3e0efa3d,,b2601b18-6da2-4789-9fbe-800dde06a2bb,36d2e22b-bbcf-404a-910a-d2357052af41,обл,Тульская,,,г,Тула,ул,Металлистов,5,,7,,"обл. Тульская, г. Тула, ул. Металлистов, д. 5, к. 7",848236f3-fecc-8f95-7730-0be33f22f597,7973535.0,,,отсутствует информация в тех. документации,Многоквартирный дом,Нет,Не заполнено,2.0,,2.0,,Не заполнено,1,,,"65,20","32,30","32,30",,"1474,00",,498,498,,Не заполнено,Деревянные,Кирпич,,Не заполнено,,Центральное,,Печное,Отсутствует,Отсутствует,Отсутствует,,Отсутствует,Не заполнено,Не заполнено,Не заполнено,37.61693,54.19742
9266467,d028ec4f-f6da-4843-ada6-b68b3e0efa3d,,b2601b18-6da2-4789-9fbe-800dde06a2bb,36d2e22b-bbcf-404a-910a-d2357052af41,обл,Тульская,,,г,Тула,ул,Металлистов,5/7,,,А,"обл. Тульская, г. Тула, ул. Металлистов, д. 5/7, лит. А",c0850e8e-97dc-cbc5-f45f-074d71833ba8,,,,,Не заполнено,Нет,Не заполнено,,,,,Не заполнено,0,,,,,,,,,498,498,,Не заполнено,Не заполнено,Не заполнено,,Не заполнено,,Не заполнено,,Не заполнено,Не заполнено,Не заполнено,Не заполнено,,Не заполнено,Не заполнено,Не заполнено,Не заполнено,37.61693,54.19742
9099520,d028ec4f-f6da-4843-ada6-b68b3e0efa3d,,b2601b18-6da2-4789-9fbe-800dde06a2bb,36d2e22b-bbcf-404a-910a-d2357052af41,обл,Тульская,,,г,Тула,ул,Металлистов,6,,,Б,"обл. Тульская, г. Тула, ул. Металлистов, д. 6, лит. Б",4cfe285f-e0e6-7958-1dbb-c60ee8440dbf,,1917.0,1917.0,индивидуальный,Многоквартирный дом,Нет,На счете регионального оператора,2.0,2.0,1.0,0.0,Не присвоен,4,4.0,0.0,"195,40","88,40","0,00","16,80","0,00","0,00",500,500,,Ленточный,Смешанные,Смешанные,"0,00",Отсутствует,0.0,Центральное,1.0,Квартирное отопление (квартирный котел),Отсутствует,Центральное,Центральное,,Центральное,Приточно-вытяжная вентиляция,Отсутствует,Отсутствует,37.61736,54.19753
8414001,d028ec4f-f6da-4843-ada6-b68b3e0efa3d,,b2601b18-6da2-4789-9fbe-800dde06a2bb,36d2e22b-bbcf-404a-910a-d2357052af41,обл,Тульская,,,г,Тула,ул,Металлистов,8а,,,,"обл. Тульская, г. Тула, ул. Металлистов, д. 8а",192f9c60-133a-e495-ee0a-98f4fd4cd32b,,1917.0,1917.0,индивидуальный,Многоквартирный дом,Нет,На счете регионального оператора,2.0,2.0,1.0,0.0,Не присвоен,2,2.0,0.0,"210,50","77,50","100,10","0,00","5469,00","0,00",500,500,,Не заполнено,Деревянные,Кирпич,,Не заполнено,,Не заполнено,,Не заполнено,Не заполнено,Не заполнено,Не заполнено,,Не заполнено,Не заполнено,Не заполнено,Не заполнено,37.61789,54.19771
8913617,d028ec4f-f6da-4843-ada6-b68b3e0efa3d,,b2601b18-6da2-4789-9fbe-800dde06a2bb,36d2e22b-bbcf-404a-910a-d2357052af41,обл,Тульская,,,г,Тула,ул,Металлистов,8,,А,,"обл. Тульская, г. Тула, ул. Металлистов, д. 8, к. А",f7ec68a5-248e-4bd4-85e8-bd5a92c2719b,,,1917.0,,Многоквартирный дом,Нет,Не заполнено,2.0,,1.0,,Не заполнено,0,,,"110,40",,,,"322,00",,498,498,,Не заполнено,Деревянные,Кирпич,,Не заполнено,,Не заполнено,,Не заполнено,Не заполнено,Не заполнено,Не заполнено,,Не заполнено,Не заполнено,Не заполнено,Не заполнено,37.61812,54.19785
9099276,d028ec4f-f6da-4843-ada6-b68b3e0efa3d,,b2601b18-6da2-4789-9fbe-800dde06a2bb,36d2e22b-bbcf-404a-910a-d2357052af41,обл,Тульская,,,г,Тула,ул,Металлистов,13,,,А,"обл. Тульская, г. Тула, ул. Металлистов, д. 13, лит. А",de13e769-5d18-98d3-f2c7-13592292b1b5,,,,,Не заполнено,Нет,Не заполнено,,,,,Не заполнено,0,,,,,,,,,498,498,,Не заполнено,Не заполнено,Не заполнено,,Не заполнено,,Не заполнено,,Не заполнено,Не заполнено,Не заполнено,Не заполнено,,Не заполнено,Не заполнено,Не заполнено,Не заполнено,37.6161,54.19836
8413950,d028ec4f-f6da-4843-ada6-b68b3e0efa3d,,b2601b18-6da2-4789-9fbe-800dde06a2bb,36d2e22b-bbcf-404a-910a-d2357052af41,обл,Тульская,,,г,Тула,ул,Металлистов,14,,,,"обл. Тульская, г. Тула, ул. Металлистов, д. 14",b77c6b19-32d7-4195-a64f-fddd8873d165,7973535.0,,1917.0,отсутствует информация в тех. документации,Многоквартирный дом,Нет,Не заполнено,2.0,,1.0,,Не заполнено,4,,,"265,50","265,50","97,90",,"659,00",,498,498,,Не заполнено,Деревянные,Кирпич,,Не заполнено,,Центральное,,"Автономная котельная (крышная, встроенно-пристроенная)",Отсутствует,Центральное,Центральное,,Центральное,Не заполнено,Не заполнено,Не заполнено,37.61662,54.19832
9099522,d028ec4f-f6da-4843-ada6-b68b3e0efa3d,,b2601b18-6da2-4789-9fbe-800dde06a2bb,36d2e22b-bbcf-404a-910a-d2357052af41,обл,Тульская,,,г,Тула,ул,Металлистов,15,,,А,"обл. Тульская, г. Тула, ул. Металлистов, д. 15, лит. А",f94857e3-3ff9-7d4c-559c-d23b3fcb3c93,,1917.0,1917.0,нет,Многоквартирный дом,Нет,На счете регионального оператора,1.0,1.0,2.0,0.0,Не присвоен,2,2.0,0.0,"129,30","129,30","0,00","0,00","0,00","0,00",500,500,нет,Бетонные столбы,Деревянные,Кирпич,"0,00",Отсутствует,0.0,Центральное,0.0,Квартирное отопление (квартирный котел),Отсутствует,Отсутствует,Отсутствует,"0,00",Центральное,Вытяжная вентиляция,Отсутствует,Наружные водостоки,37.61569,54.19883
9099275,d028ec4f-f6da-4843-ada6-b68b3e0efa3d,,b2601b18-6da2-4789-9fbe-800dde06a2bb,36d2e22b-bbcf-404a-910a-d2357052af41,обл,Тульская,,,г,Тула,ул,Металлистов,17,,,А,"обл. Тульская, г. Тула, ул. Металлистов, д. 17, лит. А",da874b8b-d2f1-52b3-e541-61165bd6cb4f,,,,,Не заполнено,Нет,Не заполнено,,,,,Не заполнено,0,,,,,,,,,498,498,,Не заполнено,Не заполнено,Не заполнено,,Не заполнено,,Не заполнено,,Не заполнено,Не заполнено,Не заполнено,Не заполнено,,Не заполнено,Не заполнено,Не заполнено,Не заполнено,37.61555,54.19902
8413961,d028ec4f-f6da-4843-ada6-b68b3e0efa3d,,b2601b18-6da2-4789-9fbe-800dde06a2bb,36d2e22b-bbcf-404a-910a-d2357052af41,обл,Тульская,,,г,Тула,ул,Металлистов,18,,,,"обл. Тульская, г. Тула, ул. Металлистов, д. 18",577bdc11-f8ed-4594-9909-0b3eefe7306a,,1917.0,1917.0,отсутствует информация в тех. документации,Многоквартирный дом,Нет,На счете регионального оператора,3.0,3.0,1.0,0.0,Не присвоен,4,4.0,0.0,"582,90","405,10","0,00","71,60","1054,00","0,00",500,500,,Ленточный,Деревянные,Кирпич,"291,90",Отсутствует,0.0,Центральное,1.0,Квартирное отопление (квартирный котел),Отсутствует,Центральное,Центральное,"0,00",Центральное,Приточно-вытяжная вентиляция,Отсутствует,Отсутствует,37.6162,54.19881
8413971,d028ec4f-f6da-4843-ada6-b68b3e0efa3d,,b2601b18-6da2-4789-9fbe-800dde06a2bb,36d2e22b-bbcf-404a-910a-d2357052af41,обл,Тульская,,,г,Тула,ул,Металлистов,19,,,,"обл. Тульская, г. Тула, ул. Металлистов, д. 19",0669f843-457a-4882-8b17-9f413a9daf50,,1917.0,1917.0,ЭС-24,Многоквартирный дом,Нет,На счете регионального оператора,2.0,2.0,2.0,0.0,Не присвоен,23,23.0,0.0,"592,40","310,10","157,20","43,10","3361,00","0,00",500,500,,Ленточный,Деревянные,Кирпич,"296,20",Отсутствует,0.0,Центральное,1.0,Центральное,Отсутствует,Центральное,Центральное,,Центральное,Приточно-вытяжная вентиляция,Отсутствует,Отсутствует,37.6155,54.19897
8919943,d028ec4f-f6da-4843-ada6-b68b3e0efa3d,,b2601b18-6da2-4789-9fbe-800dde06a2bb,36d2e22b-bbcf-404a-910a-d2357052af41,обл,Тульская,,,г,Тула,ул,Металлистов,23,Б,,,"обл. Тульская, г. Тула, ул. Металлистов, д. 23, стр. Б",b1b91171-38c9-0702-8f78-e68436f7ee44,,1917.0,1917.0,индивидуальный,Многоквартирный дом,Нет,На счете регионального оператора,2.0,2.0,1.0,0.0,Не присвоен,3,3.0,0.0,"108,90","80,40","0,00","28,80","0,00","0,00",500,500,,Ленточный,Железобетонные,Кирпич,"0,00",Отсутствует,0.0,Центральное,1.0,Печное,Отсутствует,Отсутствует,Отсутствует,"10,00",Отсутствует,Приточно-вытяжная вентиляция,Отсутствует,Отсутствует,37.61523,54.19945
9360551,d028ec4f-f6da-4843-ada6-b68b3e0efa3d,,b2601b18-6da2-4789-9fbe-800dde06a2bb,36d2e22b-bbcf-404a-910a-d2357052af41,обл,Тульская,,,г,Тула,ул,Металлистов,62,,,,"обл. Тульская, г. Тула, ул. Металлистов, д. 62",b83a30f8-a6cc-4c49-abd8-a90078268a17,,,,,Не заполнено,Нет,Не заполнено,,,,,Не заполнено,0,,,,,,,,,498,498,,Не заполнено,Не заполнено,Не заполнено,,Не заполнено,,Не заполнено,,Не заполнено,Не заполнено,Не заполнено,Не заполнено,,Не заполнено,Не заполнено,Не заполнено,Не заполнено,37.61582,54.19937
7982641,d028ec4f-f6da-4843-ada6-b68b3e0efa3d,,b2601b18-6da2-4789-9fbe-800dde06a2bb,650aecf6-68a0-4f35-b038-e7a125d2ae34,обл,Тульская,,,г,Тула,ул,Металлургов,1а,,,,"обл. Тульская, г. Тула, ул. Металлургов, д. 1а",6eba5745-06b1-4326-9b19-f5fd7ff553a8,8940333.0,1963.0,1963.0,1-335,Многоквартирный дом,Нет,На счете регионального оператора,5.0,5.0,4.0,0.0,Не присвоен,64,63.0,1.0,"4187,10","2583,30","1360,80","243,00","4430,50","0,00",500,500,отсутствует,Свайный,Железобетонные,Блочные,"839,78",Отсутствует,0.0,Центральное,1.0,Центральное,Отсутствует,Центральное,Центральное,"0,00",Центральное,Вытяжная вентиляция,Отсутствует,Отсутствует,37.70789,54.17856
7982651,d028ec4f-f6da-4843-ada6-b68b3e0efa3d,,b2601b18-6da2-4789-9fbe-800dde06a2bb,650aecf6-68a0-4f35-b038-e7a125d2ae34,обл,Тульская,,,г,Тула,ул,Металлургов,1б,,,,"обл. Тульская, г. Тула, ул. Металлургов, д. 1б",b44479b7-6b15-4d5e-b673-99661bc65276,8940333.0,1960.0,1960.0,1-335,Многоквартирный дом,Нет,На счете регионального оператора,4.0,4.0,4.0,0.0,Не присвоен,64,64.0,0.0,"2767,00","2572,50","0,00","194,50","5594,30","0,00",500,500,отсутствует,Свайный,Деревянные,Кирпич,"692,13",Отсутствует,0.0,Центральное,1.0,Центральное,Отсутствует,Центральное,Центральное,,Центральное,Вытяжная вентиляция,Отсутствует,Внутренние водостоки,37.70892,54.17806
7982863,d028ec4f-f6da-4843-ada6-b68b3e0efa3d,,b2601b18-6da2-4789-9fbe-800dde06a2bb,650aecf6-68a0-4f35-b038-e7a125d2ae34,обл,Тульская,,,г,Тула,ул,Металлургов,2а,,,,"обл. Тульская, г. Тула, ул. Металлургов, д. 2а",cb0cf8fd-b570-c9bd-0ba6-aa112244c787,8940333.0,1959.0,1959.0,II-01,Многоквартирный дом,Нет,На счете регионального оператора,5.0,5.0,4.0,0.0,Не присвоен,64,63.0,1.0,"3681,30","2522,30","856,80","302,20","2327,00","0,00",500,500,отсутствует,Свайный,Железобетонные,Блочные,"921,30",Отсутствует,0.0,Центральное,1.0,Центральное,Отсутствует,Центральное,Центральное,"0,00",Центральное,Вытяжная вентиляция,Отсутствует,Внутренние водостоки,37.70864,54.17897
7982874,d028ec4f-f6da-4843-ada6-b68b3e0efa3d,,b2601b18-6da2-4789-9fbe-800dde06a2bb,650aecf6-68a0-4f35-b038-e7a125d2ae34,обл,Тульская,,,г,Тула,ул,Металлургов,2б,,,,"обл. Тульская, г. Тула, ул. Металлургов, д. 2б",cee15b4a-9f0b-4432-9573-d11da1b0dec5,,1959.0,1959.0,II-01,Многоквартирный дом,Нет,На счете регионального оператора,4.0,4.0,4.0,0.0,Не присвоен,64,64.0,0.0,"2549,70","1530,60","0,00","231,80","2835,00","0,00",500,500,,Ленточный,Деревянные,Блочные,"833,40",Отсутствует,0.0,Центральное,1.0,Центральное,Отсутствует,Центральное,Центральное,"0,00",Центральное,Приточно-вытяжная вентиляция,Отсутствует,Наружные водостоки,37.70964,54.17848
7982877,d028ec4f-f6da-4843-ada6-b68b3e0efa3d,,b2601b18-6da2-4789-9fbe-800dde06a2bb,650aecf6-68a0-4f35-b038-e7a125d2ae34,обл,Тульская,,,г,Тула,ул,Металлургов,2в,,,,"обл. Тульская, г. Тула, ул. Металлургов, д. 2в",bc19deca-320c-4bd4-8045-66e41ffc7d58,8941817.0,1972.0,1972.0,1-335,Многоквартирный дом,Нет,На счете регионального оператора,5.0,5.0,2.0,0.0,Не присвоен,120,120.0,0.0,"3209,00","1863,00","0,00","143,30","6084,00","0,00",500,500,,Ленточный,Железобетонные,Кирпич,"926,80",Отсутствует,0.0,Центральное,1.0,Центральное,Отсутствует,Центральное,Центральное,"0,00",Центральное,Приточно-вытяжная вентиляция,Отсутствует,Наружные водостоки,37.70976,54.17902
7982889,d028ec4f-f6da-4843-ada6-b68b3e0efa3d,,b2601b18-6da2-4789-9fbe-800dde06a2bb,650aecf6-68a0-4f35-b038-e7a125d2ae34,обл,Тульская,,,г,Тула,ул,Металлургов,3,,,,"обл. Тульская, г. Тула, ул. Металлургов, д. 3",ada74de6-1e5e-4679-be9b-ab8990b3ec79,8940333.0,1952.0,1952.0,II-01,Многоквартирный дом,Нет,На счете регионального оператора,4.0,4.0,5.0,0.0,Не присвоен,32,32.0,0.0,"2428,50","2053,70","0,00","374,80","0,00","0,00",500,500,отсутствует,Свайный,Железобетонные,Смешанные,"593,40",Отсутствует,0.0,Центральное,1.0,Центральное,Отсутствует,Центральное,Центральное,"0,00",Центральное,Вытяжная вентиляция,Отсутствует,Отсутствует,37.70595,54.17987
7982963,d028ec4f-f6da-4843-ada6-b68b3e0efa3d,,b2601b18-6da2-4789-9fbe-800dde06a2bb,650aecf6-68a0-4f35-b038-e7a125d2ae34,обл,Тульская,,,г,Тула,ул,Металлургов,4,,,,"обл. Тульская, г. Тула, ул. Металлургов, д. 4",ae1e740e-50ad-42a7-9d21-6d7e74b44aa3,8937470.0,1953.0,1953.0,I-447C,Многоквартирный дом,Нет,Не определен,4.0,4.0,4.0,0.0,Не присвоен,50,49.0,1.0,"3520,30","3043,50","476,80","367,40","3001,00","0,00",499,500,,Ленточный,Железобетонные,Кирпич,"618,20",Отсутствует,0.0,Центральное,1.0,Центральное,Отсутствует,Центральное,Центральное,"0,00",Центральное,Приточно-вытяжная вентиляция,Отсутствует,Отсутствует,37.70692,54.17999
7980876,d028ec4f-f6da-4843-ada6-b68b3e0efa3d,,b2601b18-6da2-4789-9fbe-800dde06a2bb,650aecf6-68a0-4f35-b038-e7a125d2ae34,обл,Тульская,,,г,Тула,ул,Металлургов,5,,,,"обл. Тульская, г. Тула, ул. Металлургов, д. 5",fc3b896f-83ba-4b0e-9512-71d3812d8ee9,8940333.0,1952.0,1952.0,II-01,Многоквартирный дом,Нет,На специальном счете у регионального оператора,4.0,4.0,4.0,0.0,Не присвоен,54,54.0,0.0,"3182,80","2769,20","0,00","413,60","0,00","0,00",500,500,отсутствует,Свайный,Железобетонные,Кирпич,"855,93",Отсутствует,0.0,Центральное,1.0,Центральное,Отсутствует,Центральное,Центральное,"0,00",Центральное,Вытяжная вентиляция,Отсутствует,Наружные водостоки,37.70493,54.18016
7980841,d028ec4f-f6da-4843-ada6-b68b3e0efa3d,,b2601b18-6da2-4789-9fbe-800dde06a2bb,650aecf6-68a0-4f35-b038-e7a125d2ae34,обл,Тульская,,,г,Тула,ул,Металлургов,6,,,,"обл. Тульская, г. Тула, ул. Металлургов, д. 6",0ac430bb-8d65-4627-8dcf-030c3a4ec9e3,,1955.0,1955.0,II-01,Многоквартирный дом,Нет,На счете регионального оператора,4.0,4.0,3.0,0.0,Не присвоен,44,44.0,0.0,"2885,00","1532,60","330,20","258,00","2550,00","0,00",500,500,,Ленточный,Железобетонные,Кирпич,"64,10",Отсутствует,0.0,Центральное,2.0,Центральное,Отсутствует,Центральное,Центральное,,Центральное,Приточно-вытяжная вентиляция,Отсутствует,Наружные водостоки,37.70574,54.18061
7981165,d028ec4f-f6da-4843-ada6-b68b3e0efa3d,,b2601b18-6da2-4789-9fbe-800dde06a2bb,650aecf6-68a0-4f35-b038-e7a125d2ae34,обл,Тульская,,,г,Тула,ул,Металлургов,7,,,,"обл. Тульская, г. Тула, ул. Металлургов, д. 7",79350d97-3d17-4701-afa3-26adfc053317,8928489.0,1952.0,1952.0,II-01,Многоквартирный дом,Нет,Не определен,4.0,4.0,3.0,0.0,Не присвоен,30,30.0,0.0,"1808,58","1561,79","78,20","246,79","0,00","0,00",500,500,Не имеется,Ленточный,Железобетонные,Кирпич,"139,00",Отсутствует,0.0,Центральное,1.0,Центральное,Отсутствует,Центральное,Центральное,"0,00",Центральное,Приточно-вытяжная вентиляция,Отсутствует,Наружные водостоки,37.70463,54.18059
